item,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1833,5qiDen4GXbcZixkS114QXw,Hurricane,The Click,0.824,0.48,0,0,-6.745,0.144,0.178,0.0,0.167,0.724,88.029,261080
1834,5NiUrZVKyLpsyj62Roq5FW,The Light,Common,0.939,0.727,4,0,-4.349,0.235,0.0346,0.0,0.0854,0.662,96.968,261693
1835,5vpDsiVqiZLRwKAzQO708k,Fantastic Voyage,Coolio,0.888,0.584,7,1,-13.308,0.112,0.0385,3.19e-06,0.0625,0.762,104.705,334440
1836,1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill,0.897,0.611,11,1,-10.489,0.211,0.0291,0.186,0.0894,0.769,102.304,208267
1837,3VXdEVTbT6SLTrOLEX7MCr,Da B Side (feat. The Notorious B.I.G.),Da Brat,0.849,0.61,8,1,-10.822,0.154,0.0204,4.76e-06,0.0454,0.566,99.01,223693
1838,29VrHhpC5AS9b7XJYDPhqb,Funkdafied,Da Brat,0.802,0.461,11,0,-12.367,0.302,0.0757,0.0,0.109,0.74,90.995,185933
1839,5d8woPn6sHRA6yPnnHnqSt,What'chu Like (feat. Tyrese),Da Brat,0.879,0.681,10,0,-8.951,0.24,0.017,0.0,0.0669,0.817,99.974,221160
1840,2HoDr1yVksl19omOhc1zWy,Hip-Hop,Dead Prez,0.725,0.737,4,1,-7.453,0.324,0.000633,0.00417,0.109,0.219,77.162,214067
1841,4VmfVCKlvyhyN9yYi0ddl9,"I Need a Girl (Pt. 2) [feat. Ginuwine, Loon, Mario Winans & Tammy Ruggieri] - 2016 Remaster",Diddy,0.694,0.569,1,0,-4.657,0.426,0.424,0.0,0.0341,0.751,199.892,284000
1842,1siDRjAa8MdxNoCHTiiQ7B,Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,0.815,0.529,6,0,-10.117,0.28,0.0191,0.0,0.406,0.73,99.439,325933
1843,1EM23A621Z0QyTlWKu7T1l,Can't Nobody Hold Me Down (feat. Mase),Diddy,0.928,0.771,3,0,-5.935,0.251,0.102,1.07e-05,0.338,0.679,93.987,231160
1844,1yy2DlSDtEt90d54rPDPXz,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,0.833,0.619,7,1,-5.595,0.0538,0.111,2.13e-05,0.159,0.901,109.92,306560
1845,2eOuL8KesslTLQERQPu11D,Bad Boy for Life,Diddy,0.669,0.829,1,1,-3.801,0.49,0.179,0.0,0.241,0.61,118.934,253067
1846,2mu2oL9gdgHGtlg9poer2u,Rebirth of Slick (Cool Like Dat),Digable Planets,0.887,0.422,1,0,-14.505,0.228,0.0539,0.0455,0.114,0.612,98.332,261067
1847,2UGDIXZk00zzAhncymBXo1,Same Song - Edit Version,Digital Underground,0.813,0.687,1,1,-10.178,0.152,0.0558,0.0,0.113,0.732,103.196,237533
1848,0YEC3pNS0uIKvZb5u4lgsu,The Humpty Dance,Digital Underground,0.813,0.693,10,0,-8.0,0.266,0.0343,0.0,0.121,0.618,103.508,391693
1849,1Q9b6CeMcDuO0uq5OJCrqu,Move Bitch,Ludacris,0.777,0.764,1,1,-5.681,0.141,0.243,0.0,0.103,0.174,177.868,270867
1850,0UREO3QWbXJW3gOUXpK1am,The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,0.824,0.684,10,0,-7.354,0.0935,0.00278,1.45e-06,0.0481,0.87,101.152,177267
1851,3iypU9F4bnrvKI8gYfj4ov,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,0.816,0.947,10,0,-7.131,0.138,0.0537,0.0,0.317,0.651,100.039,226027
1852,14H1bTZuAkUFbtQIpTEt1Q,Summertime,DJ Jazzy Jeff & The Fresh Prince,0.671,0.672,7,1,-10.179,0.0805,0.0308,0.0,0.37,0.423,95.028,235373
1853,4Y312PyFlaUlszXpjvK8je,Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,0.703,0.903,7,1,-7.176,0.239,0.16,0.0,0.372,0.521,102.871,290160
1854,2hyyA7U1m1pFlZcEyl91jH,Pitch In OnA Party,DJ Quik,0.928,0.529,6,1,-6.602,0.253,0.0548,0.0,0.0701,0.567,106.364,247120
1855,2hluGQtmPypU3tsQudCQ3U,Tonite,DJ Quik,0.965,0.449,0,1,-15.225,0.236,0.05,1.13e-06,0.267,0.723,105.391,323267
1856,07cLcE8Vb9OT0kb9qlTjK7,Make It Rain Remix,DJ Storm,0.774,0.513,11,0,-10.166,0.198,0.078,0.0,0.249,0.665,149.264,373973
1857,0LWkaEyQRkF0XAms8Bg1fC,Party Up,DMX,0.51,0.931,11,1,-3.302,0.347,0.0738,0.0,0.5,0.53,201.936,268867
1858,57kdeoYzgGaKzRWj4XM1u8,What These Bitches Want,DMX,0.672,0.837,1,1,-5.947,0.315,0.106,0.0,0.194,0.703,167.289,253040
1859,1zzxoZVylsna2BQB65Ppcb,X Gon' Give It To Ya,DMX,0.761,0.899,10,0,-3.09,0.183,0.0135,0.0,0.0719,0.673,95.027,217587
1860,4jttAL9l4N4cFnrLeYcICI,We Right Here,DMX,0.67,0.675,9,1,-5.637,0.196,0.00529,3.14e-06,0.312,0.686,185.903,267707
1861,6RUpJeXT6U4SPEafnr9Wr7,Where The Hood At,DMX,0.537,0.948,8,1,-3.063,0.355,0.151,0.0,0.356,0.792,186.151,286267
1862,32SFvZODywPBVDYSYtqxCj,Ruff Ryders' Anthem - Re-Recorded,DMX,0.867,0.796,6,1,-4.73,0.0693,0.202,0.0,0.0838,0.776,92.766,231040
1863,005HmpJJL6O9Vf2VAanrDF,No Sunshine,DMX,0.711,0.463,9,0,-5.921,0.0445,0.000595,0.0002,0.0943,0.188,169.832,317307
1864,3GUZHOhbl6hQEqsHCkUDDd,Do U?,Do Or Die,0.617,0.882,1,0,-2.701,0.101,0.168,0.0,0.12,0.267,145.933,251960
1865,4FI0rdztOAYJZMupujL5Gp,Fuck You,Dr. Dre,0.876,0.573,0,1,-3.764,0.431,0.294,0.0,0.121,0.756,92.236,205453
1866,0Ed7MeXx64f6OcIuoTRCg1,Xxplosive,Dr. Dre,0.765,0.88,1,1,-4.361,0.116,0.176,1e-05,0.139,0.929,168.96,215200
1867,1SWVDBtw6h3tm9OehOkDhv,What's The Difference,Dr. Dre,0.772,0.821,11,0,-0.14,0.25,0.223,0.0,0.148,0.77,91.921,244200
1868,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,Dr. Dre,0.924,0.74,8,1,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974,222293
1869,5XkeTGKcCkGF8l6fA9YpsS,Bitch Niggaz,Dr. Dre,0.695,0.717,11,0,-1.454,0.395,0.359,0.0,0.277,0.61,75.888,253560
1870,4NGS3j6JmOx6VUaXt6VQbj,Ackrite,Dr. Dre,0.864,0.741,2,1,-3.356,0.32,0.0695,0.0,0.529,0.859,94.229,219933
1871,2sXaZphe2LlqAyZVKvHbU1,Bang Bang,Dr. Dre,0.865,0.884,5,0,-2.435,0.138,0.121,2.31e-06,0.102,0.788,95.323,222320
1872,21NA5Zggba7pyACm25h6k4,Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,0.587,0.858,6,1,-3.516,0.225,0.0419,0.0,0.322,0.527,93.855,291053
1873,36yUCSB9OaMz0RMUQDOSpT,Let Me Ride,Dr. Dre,0.729,0.929,1,1,-3.297,0.238,0.0759,0.000846,0.303,0.884,92.675,260333
1874,3JdyhQORbJkCWT8xfLd8gD,Boyz-N-The-Hood - Remix,Eazy-E,0.837,0.692,7,1,-4.251,0.337,0.0383,0.0,0.212,0.805,87.775,379733
1875,646crO6DWxN1VmBBNkKdWi,We Want Eazy,Eazy-E,0.711,0.926,7,1,-2.375,0.208,0.0243,0.0,0.385,0.528,95.108,300413
1876,6GkTKjv1XbFVdI2D8vvDPu,Lose Yourself,Eminem,0.684,0.735,2,1,-4.596,0.273,0.00925,0.000659,0.288,0.06,171.383,320293
1877,4UhUXGXEeq3mPJyzZkx9fY,You Don't Know,Eminem,0.767,0.864,10,0,-1.847,0.133,0.0116,0.0,0.0957,0.747,85.475,257907
1878,7BMO7O7ImjV8HNTH74Tshv,Cleanin' Out My Closet,Eminem,0.908,0.758,9,0,-4.753,0.174,0.0687,0.0,0.0783,0.87,148.015,297840
1879,4woTEX1wYOTGDqNXuavlRC,Superman,Eminem,0.802,0.755,4,0,-3.138,0.0564,0.0215,0.0,0.295,0.58,130.027,350320
1880,0qcjuYtMWhBjXg0Xwt5SzS,Just Lose It,Eminem,0.94,0.633,8,1,-3.56,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680
1881,561jH07mF1jHuk7KlaeF0s,Mockingbird,Eminem,0.637,0.678,0,1,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,250760
1882,3UmaczJpikHgJFyBTAJVoz,Stan,Eminem,0.78,0.768,6,0,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107
1883,23wfXwnsPZYe5A1xXRHb3J,The Way I Am,Eminem,0.785,0.871,4,0,-2.692,0.265,0.144,0.0,0.309,0.315,87.248,290427
1884,3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,0.949,0.661,5,0,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200
1885,3xVtc7PB4V3AqAfq4Iahli,I'm Back,Eminem,0.878,0.595,11,0,-3.924,0.203,0.0146,6.8e-05,0.328,0.851,89.995,309760
1886,7lgvU7WnwcNZ8dbGUz8yhP,Bitch Please II,Eminem,0.918,0.586,1,1,-2.89,0.133,0.0783,0.0,0.145,0.779,95.517,288200
1887,75IN3CtuZwTHTnZvYM4qnJ,My Name Is,Eminem,0.869,0.68,1,1,-6.233,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268400
1888,6da04YB906XonC6IQNC44u,Guilty Conscience,Eminem,0.66,0.789,7,1,-5.143,0.364,0.0527,0.0,0.341,0.513,182.218,199333
1889,4psCG36I4hy1h3qgG6o03m,React (feat. Redman),Erick Sermon,0.584,0.894,9,0,-1.605,0.429,0.176,0.0,0.169,0.786,94.383,217840
1890,0WgLpgUdThEpA5L5K0SKq7,Gangsta Lovin',Eve,0.723,0.84,1,0,-3.523,0.0608,0.0619,0.0,0.0945,0.827,94.332,239267
1891,5hALSggfcyvBNLUHY8pvZd,Who's That Girl?,Eve,0.782,0.861,3,0,-3.813,0.181,0.0158,0.000532,0.0675,0.518,96.458,282067
1892,4YA5g2UpNLmdql8fdrhlwY,Let Me Blow Ya Mind,Eve,0.905,0.544,8,0,-4.354,0.117,0.258,0.0,0.0618,0.882,90.026,230107
1893,7K4Aq4awgYvDKEJdEvvl4j,Can't Deny It (feat. Nate Dogg),Fabolous,0.916,0.821,4,0,-4.118,0.15,0.0528,0.0,0.0635,0.592,90.04,306440
1894,2uiEqPjMmIJXOKplzsEASP,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",Fat Joe,0.611,0.754,1,0,-5.035,0.366,0.116,0.0,0.0945,0.565,126.961,290267
1895,2mKouqwAIdQnMP43zxR89r,What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,0.835,0.707,8,1,-5.074,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093
1896,4JPCdSaqs9dJd7RatFSHww,Make It Rain,Fat Joe,0.744,0.697,11,0,-5.063,0.197,0.0106,0.0,0.0842,0.767,149.28,247413
1897,2jGUAB6hKlzK0pZmZpQ02g,Be Faithful,Fatman Scoop,0.708,0.896,7,1,-3.135,0.272,0.0336,0.0,0.26,0.684,101.15,214910
1898,6Ag4SYLUGFdnJrCwUIb4mT,I'll Be,Foxy Brown,0.855,0.614,11,0,-8.984,0.41,0.015,0.0,0.307,0.495,105.986,178600
1899,42f1dOuc9o5uQoMJDky2ZB,Da' Dip 25,Freak Nasty,0.926,0.815,6,0,-5.201,0.248,0.00945,0.000308,0.102,0.839,134.361,233056
1900,3vZO25GdYuqFrR1kzZADnp,Ready or Not,Fugees,0.607,0.422,10,0,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,226987
1901,1rJM37Dd4OcSJvzI84yCcP,Fu-Gee-La,Fugees,0.681,0.505,1,1,-11.709,0.138,0.137,0.0,0.234,0.399,89.953,260067
1902,0HOqINudNgQFpg1le5Hnqe,Damn It Feels Good to Be a Gangsta,Geto Boys,0.785,0.793,1,1,-7.915,0.163,0.22,0.718,0.124,0.655,88.902,310600
1903,4E5IFAXCob6QqZaJMTw5YN,Poppin' Them Thangs,G-Unit,0.769,0.818,6,0,-1.385,0.192,0.263,0.0,0.0787,0.918,88.017,240800
1904,6QdVBqkKNUqCqercvUHMkP,Stunt 101,G-Unit,0.675,0.779,6,0,-1.439,0.402,0.161,0.0,0.0656,0.553,95.739,232227
1905,6YTGeOilUBLvOGrpPBZ1OR,I Smell Pussy,G-Unit,0.811,0.779,11,0,-2.994,0.214,0.0382,0.0,0.0624,0.732,89.18,238320
1906,1Ruu4K4TIbcriJUTHywczb,We Got Our Own Thang - Club Version,Heavy D & The Boyz,0.764,0.604,7,1,-11.073,0.0788,0.0253,0.0,0.265,0.681,113.898,349600
1907,7L93GESzq43UkKUt5FsOCq,Jump Around - 30 Years Remaster,House Of Pain,0.811,0.823,4,0,-5.921,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,218547
1908,3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,Ice Cube,0.934,0.735,1,1,-6.668,0.251,0.031,8.6e-06,0.107,0.768,101.368,273107
1909,2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,Ice Cube,0.747,0.52,10,0,-10.523,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773
1910,2GrOq1y5gksYrqkc8Jzl9T,It Was A Good Day,Ice Cube,0.797,0.779,7,0,-4.719,0.141,0.319,0.000142,0.266,0.82,82.37,260080
1911,4NTn0Yo8hTGW5tbBANBzfh,You Can Do It,Ice Cube,0.947,0.853,1,0,-4.489,0.164,0.000931,0.0,0.0502,0.887,99.887,259088
1912,7CMww2nlc2THVjJeLOYBrk,Colors - 2014 Remaster,ICE-T,0.847,0.92,10,0,-7.261,0.287,0.0902,1.33e-05,0.126,0.519,93.532,266027
1913,3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,0.889,0.454,4,0,-8.598,0.221,0.0141,0.000186,0.203,0.436,100.36,250467
1914,0qeKzbUsW0V4ZWRJrHNiD3,Bad Boys (Theme from COPS),Inner Circle,0.781,0.722,7,1,-8.376,0.0667,0.236,0.000398,0.077,0.533,87.858,229375
1915,1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),Inner Circle,0.787,0.728,0,1,-7.705,0.218,0.0124,0.0,0.157,0.94,173.026,227067
1916,4CBhCRM52t4TM7gw3uKQir,Where the Party At (feat. Nelly),Jagged Edge,0.567,0.658,7,1,-6.257,0.208,0.302,1.36e-06,0.0792,0.876,96.835,232573
1917,1FK0sZfZzCAIDUn7htCemp,Clap Back,Ja Rule,0.632,0.786,9,1,-5.596,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,296467
1918,7xXvPyOiFCsB5SSpio5g38,New York,Ja Rule,0.546,0.795,11,0,-5.825,0.444,0.253,0.0,0.0775,0.572,93.221,258213
1919,14w34kDGE6lIfmqkPsXObj,Smokin' and Ridin',Ja Rule,0.704,0.735,1,1,-6.356,0.222,0.0824,1.71e-06,0.0558,0.266,89.023,291333
1920,0hxYlurkirtTvid50RCI4z,So Much Pain,Ja Rule,0.592,0.919,6,0,-3.489,0.301,0.027,0.0461,0.557,0.231,84.226,303560
1921,4NaDFGF9v1loMWf6sHmbrk,Whatcha Gonna Do,Jayo Felony,0.873,0.672,10,0,-8.237,0.363,0.216,0.0,0.0827,0.555,92.704,274027
1922,3IrkbGQCoEPAkzJ0Tkv8nm,Dirt Off Your Shoulder,JAY-Z,0.78,0.657,1,1,-7.149,0.317,0.0321,2.56e-06,0.339,0.648,163.969,245173
1923,4h5KBcltGefua73AUPYps7,Izzo (H.O.V.A.),JAY-Z,0.618,0.844,1,0,-4.051,0.342,0.0178,0.000126,0.0634,0.697,84.411,240627
1924,7dyluIqv7QYVTXXZiMWPHW,Numb / Encore,JAY-Z,0.685,0.803,2,1,-4.251,0.156,0.0601,0.0,0.546,0.799,107.005,205280
1925,0s46SltT4On0Z6kglK1I5c,I Just Wanna Love U (Give It 2 Me),JAY-Z,0.8,0.922,4,0,-5.125,0.24,0.301,9.31e-06,0.0352,0.801,98.631,227867
1926,2lEuz5U4338FPZ3kh1hThb,Feelin' It,JAY-Z,0.578,0.702,10,1,-7.851,0.303,0.322,0.0,0.376,0.711,81.335,227360
1927,2YIjojA9bKEcD4ScEiBg2q,Hard Knock Life,JAY-Z,0.864,0.664,9,0,-7.095,0.344,0.0663,0.0089,0.0492,0.556,153.957,238560
1928,7dqL9Qru9w0cqfkPnEIWYO,"N*** What, N*** Who (Originator 99)",JAY-Z,0.858,0.604,9,1,-9.952,0.123,0.264,0.000125,0.0701,0.702,132.851,206107
1929,4MoHPmjY1nnglkstrrAHk1,Can I Get A...,JAY-Z,0.849,0.74,6,1,-7.553,0.191,0.111,4.48e-05,0.158,0.924,88.574,310333
1930,7m97yKVzPpXV9Z4ezEziOD,Big Pimpin',JAY-Z,0.88,0.814,11,0,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,283067
1931,3fBycIyaH4mugmXClwGgr9,Money Pt. 1,Jelleestone,0.781,0.821,0,1,-5.683,0.102,0.116,0.0,0.179,0.924,100.803,259947
1932,6MLsahMK3VvH9NUwXOktdS,I'm Real (feat. Ja Rule) - Murder Remix,Jennifer Lopez,0.708,0.587,11,0,-7.93,0.151,0.273,0.0,0.0718,0.554,83.46,262133
1933,19VTqucnxJuH6kilNdweTh,Welcome to Atlanta (feat. Ludacris),Jermaine Dupri,0.751,0.786,3,0,-7.441,0.383,0.0126,0.0,0.107,0.679,95.989,200840
1934,12LjNmRrdzhTn1vMcxN81m,Money Ain't a Thang (feat. Jay-Z),Jermaine Dupri,0.854,0.738,6,0,-7.284,0.244,0.0581,0.0,0.106,0.847,100.0,254253
1935,3ITVXdr8HopCwbl0zSolCB,"Welcome To Atlanta (feat. P. Diddy, Snoop Dogg & Murphy Lee) - Coast 2 Coast Remix",Jermaine Dupri,0.784,0.762,3,0,-5.42,0.304,0.118,0.0,0.28,0.784,96.026,261333
1936,7FWuzwapuKHTEyDJIcQOw3,Stutter (feat. Mystikal) - Double Take Remix,Joe,0.767,0.759,6,1,-6.516,0.117,0.0513,0.0,0.31,0.677,89.989,213027
1937,4g8bzB3OIMBjZmaW3uAbDi,Players Anthem - Remix,Junior M.A.F.I.A.,0.834,0.526,2,1,-8.632,0.364,0.21,1.42e-06,0.122,0.667,88.275,308707
1938,5rBY1UKJEHlQ7O6x7vFWTe,Get Money,Junior M.A.F.I.A.,0.728,0.834,2,1,-6.147,0.245,0.472,6.73e-05,0.133,0.897,91.284,273933
1939,6o2g1BJvtYQssH84kBYs7y,Back That Azz Up,JUVENILE,0.874,0.714,7,1,-6.664,0.129,0.0155,0.0,0.0968,0.541,95.826,265600
1940,6ihObRBTB8xdSH2mlERtOX,Slow Motion,JUVENILE,0.713,0.734,0,0,-4.894,0.325,0.548,0.0,0.0687,0.89,172.872,248200
1941,43X3PKoTrWnlwDflqY9fVt,Ol' Time Killin',Kardinal Offishall,0.804,0.803,6,0,-2.429,0.324,0.0715,0.0,0.494,0.63,93.456,279293
1942,5r29mFrurlVBbqJzjr2XW6,"My Neck, My Back (Lick It)",Khia,0.859,0.625,9,0,-4.234,0.13,0.0296,0.0,0.0537,0.71,102.072,222560
1943,0EK24txkGSt51YBfVzN7qB,The Knoc (feat. Dr. Dre & Missy Elliott),Knoc-Turn'al,0.886,0.471,10,0,-5.732,0.206,0.0169,0.0,0.0883,0.907,89.624,250267
1944,27AHAtAirQapVldIm4c9ZX,Jump,Kris Kross,0.749,0.745,2,1,-10.625,0.164,0.000501,0.00403,0.333,0.481,101.972,195107
1945,5xXL4i9L2ZbKBtENNh8fWY,Step into a World (Rapture's Delight),KRS-One,0.803,0.806,0,1,-7.805,0.265,0.00761,0.00544,0.101,0.624,94.994,289907
1946,0snDRsjNRMJhm7SVja8l6J,MC's Act Like They Don't Know,KRS-One,0.855,0.798,1,1,-4.018,0.237,0.0101,0.000615,0.628,0.855,90.429,295933
1947,3Y6XWs8xMlCngyIxNOFnsp,Sound of da Police,KRS-One,0.794,0.95,1,1,-8.78,0.294,0.124,7.71e-05,0.133,0.324,94.984,258507
1948,6lEIjrQNwJPecJ7mMXjhjo,Wanna Be A Baller,Lil' Troy,0.871,0.648,10,0,-7.825,0.278,0.266,0.0,0.2,0.629,92.296,355067
1949,5wG7d4cNogw0ETKaICPEYA,Hey Lover,LL COOL J,0.707,0.427,5,0,-12.216,0.0698,0.339,0.0,0.105,0.541,88.08,284693
1950,4WMBl2wiGUSGa5C7tfQEAo,Doin' It,LL COOL J,0.801,0.55,10,0,-11.044,0.209,0.365,0.0234,0.117,0.609,94.994,293933
1951,0UN5OvKlbg06LnZyVk48ll,Loungin (Who Do Ya Luv) - Remix,LL COOL J,0.817,0.584,7,1,-9.785,0.174,0.432,0.00609,0.225,0.501,99.947,229373
1952,7Jc0l11j0Ehx6smWHqDXtX,Phenomenon,LL COOL J,0.862,0.606,7,1,-8.136,0.276,0.000331,4.87e-06,0.0706,0.485,105.972,244733
1953,0EEYgsFx2xUQcFcQrwwEV3,How You Want That (feat. Kelis),Loon,0.895,0.827,8,1,-4.465,0.0598,0.343,0.000951,0.0435,0.899,101.2,265560
1954,71mNLAZsr1frFhpCa3JI8G,Renee,Lost Boyz,0.783,0.457,4,0,-9.747,0.18,0.0442,0.0,0.121,0.539,91.996,293867
1955,28mv40MzspRZn0PBcO2itT,Act A Fool,Ludacris,0.573,0.906,9,1,-2.408,0.325,0.229,0.0,0.183,0.775,110.64,270733
1956,4LwOrnuxJwR7C5Sw4liY4Z,What's Your Fantasy (Featuring Shawna),Ludacris,0.915,0.79,6,0,-3.186,0.207,0.16,0.0,0.112,0.967,140.095,275907
1957,3lx6kGnegMM3eTjEg2qJTj,Stand Up,Ludacris,0.782,0.832,7,1,-4.81,0.341,0.347,0.0,0.0966,0.788,99.124,213760
1958,3njpLvANriMsdv3dgADEad,Get Back,Ludacris,0.555,0.639,1,1,-5.16,0.263,0.0594,0.0,0.118,0.184,171.609,270747
1959,26liGJfeDiHLVn0qTETkt1,Blueberry Yum Yum,Ludacris,0.962,0.637,9,1,-5.553,0.106,0.0368,0.022,0.156,0.311,126.707,235093
1960,6VixoRqnikN4QqegoKUSbH,Pimpin' All Over The World,Ludacris,0.495,0.883,11,1,-4.087,0.299,0.287,0.0,0.138,0.782,92.136,329627
1961,4SyadrABZJIjeND1HPJS31,Rollout (My Business),Ludacris,0.921,0.668,7,1,-8.73,0.235,0.0949,0.0,0.592,0.892,131.059,296587
1962,4QKdiLnJ2fnvfLPUldoryF,Saturday (Oooh! Ooooh!),Ludacris,0.588,0.809,11,0,-6.327,0.412,0.0235,0.0,0.324,0.696,103.0,230533
1963,7vfvZp6KZJpxiaW6rI9ieM,I Got 5 On It,Luniz,0.583,0.692,10,0,-7.932,0.362,0.193,0.0,0.121,0.595,174.141,253533
1964,4sqGlfDc7QCPvAvUBk4OKn,Fellin' Myself,Mac Dre,0.836,0.575,0,0,-6.483,0.0585,0.0502,5.45e-05,0.231,0.656,99.985,224813
1965,0Bbd5inN2znpGQkxZbqmmU,Backyard Boogie,Mack 10,0.853,0.603,1,1,-7.85,0.226,0.14,0.0,0.0783,0.546,95.936,259181
1966,4H3eeEecmb1lIqUfo99d8G,To Live And Die In L.A.,Makaveli,0.579,0.818,9,0,-7.635,0.313,0.241,0.0,0.775,0.753,173.832,273427
1967,3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,0.715,0.833,2,1,-5.379,0.108,0.00631,0.0,0.164,0.612,95.487,213093
1968,5hWdgGVcfTeLPAiHM6EZG9,Good Vibrations,Marky Mark And The Funky Bunch,0.711,0.951,1,1,-8.406,0.0537,0.00189,0.366,0.0229,0.903,121.656,269307
1969,4TqAoRSW8kOKfO4y5R0GLy,All I Ever Wanted,Mase,0.717,0.386,9,0,-7.052,0.13,0.0554,5.16e-06,0.0353,0.863,205.006,242507
1970,7hfRrdFJgFKK3cJ4rmkecE,Feel so Good,Mase,0.821,0.703,11,0,-8.464,0.24,0.192,0.0,0.0816,0.536,105.154,203627
1971,2XQY54Im8VrO4sd2tAmiv4,Welcome Back,Mase,0.764,0.744,1,1,-2.34,0.181,0.0109,0.000122,0.318,0.511,88.426,262213
1972,0l3wp8iEtN8rgag9eTeorW,Make 'Em Say Ugh,Master P,0.601,0.73,6,0,-6.88,0.464,0.0121,0.0,0.229,0.371,83.233,306467
1973,1Xunvmk47Mju6oZlgzm2Ty,Burbons And Lacs,Master P,0.925,0.453,7,1,-5.921,0.109,0.000862,5.99e-05,0.124,0.392,138.002,249933
1974,00ReeHCY0FQUyuAUyPJdnk,Ain't No Future In Yo' Frontin',MC Breed,0.672,0.761,0,1,-9.644,0.248,0.0514,0.0,0.474,0.731,102.192,244733
1975,5oqSr3rehtGgZyDh0LCSA7,Gotta Get Mine,MC Breed,0.855,0.52,7,1,-12.07,0.268,0.184,0.0,0.114,0.402,92.451,264760
1976,1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,0.867,0.517,11,0,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257360
1977,0hfNQm7gmjbIFlKiHoiACx,Cold Rock a Party (feat. Missy Misdemeanor Elliott) - Bad Boy Remix,MC Lyte,0.882,0.723,7,1,-5.465,0.23,0.158,3.19e-05,0.164,0.615,92.936,277467
1978,0BcA0LiA9lpB4fHBbBBO50,Infatuated,Memphis Bleek,0.802,0.573,1,1,-3.956,0.218,0.169,0.0,0.0632,0.66,93.465,244760
1979,3pcKsvuAOIgNBuaQOhStSg,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,Method Man,0.71,0.654,4,0,-9.658,0.057,0.167,7.76e-06,0.306,0.604,95.025,309947
1980,0AcLrSfAEBQcUnHOTm5pXg,Get It On Tonite,Montell Jordan,0.807,0.498,10,0,-9.91,0.0756,0.259,3.04e-05,0.0618,0.857,99.001,277413
1981,6aJ90LBl96bly9zuEH1U2X,This Is How We Do It,Montell Jordan,0.791,0.702,1,1,-7.333,0.0623,0.0174,0.0,0.423,0.789,103.646,237547
1982,0IVAlb0cFCH1cQ974iR1TU,Ms. Fat Booty,Mos Def,0.782,0.589,1,1,-4.827,0.189,0.148,0.0,0.164,0.869,90.438,223547
1983,0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),Ms. Lauryn Hill,0.535,0.505,2,0,-8.926,0.245,0.0393,0.0,0.0923,0.495,99.935,320267
1984,0xwBnVDGM7t5rjDN7AWqx0,Danger (Been So Long) (feat. Nivea),Mystikal,0.913,0.864,7,1,-5.394,0.215,0.193,2.52e-05,0.0302,0.717,97.975,212173
1985,2NPxL1QqPrD1a7OLHjVcAP,I Can,Nas,0.837,0.885,6,0,-3.914,0.182,0.103,0.0,0.0666,0.694,95.313,253720
1986,158DIbrVt4YbqNnWyRCS3P,Hate Me Now (feat. Diddy),Nas,0.678,0.77,9,0,-4.399,0.222,0.00583,0.0,0.109,0.412,90.0,284000
1987,0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,Nas,0.665,0.91,6,0,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,293973
